Combination,Count
84-WA-Eligibility unknown as battery range has not been researched,681
84-Clean Alternative Fuel Vehicle Eligible,3894
84-Eligibility unknown as battery range has not been researched,681
87,514
87-59900,514
87-59900-2013,105
87-59900-2013-WA,105
87-59900-2013-WA-Clean Alternative Fuel Vehicle Eligible,105
87-2013-WA-Clean Alternative Fuel Vehicle Eligible,105
87-59900-2014,121
87-59900-2014-WA,121
87-59900-2014-WA-Clean Alternative Fuel Vehicle Eligible,121
87-2014-WA-Clean Alternative Fuel Vehicle Eligible,121
87-59900-2015,247
87-59900-2015-WA,247
87-59900-2015-WA-Clean Alternative Fuel Vehicle Eligible,247
87-2015-WA-Clean Alternative Fuel Vehicle Eligible,247
87-59900-2016,22
87-59900-2016-WA,22
87-59900-2016-WA-Clean Alternative Fuel Vehicle Eligible,22
87-2016-WA-Clean Alternative Fuel Vehicle Eligible,22
87-59900-2017,19
87-59900-2017-WA,19
87-59900-2017-WA-Clean Alternative Fuel Vehicle Eligible,19
87-2017-WA-Clean Alternative Fuel Vehicle Eligible,19
87-2015-WA,514
87-2015-WA-Clean Alternative Fuel Vehicle Eligible,514
87-WA-Clean Alternative Fuel Vehicle Eligible,514
87-2013,105
87-2013-WA,105
87-2013-WA-Clean Alternative Fuel Vehicle Eligible,105
87-WA-Clean Alternative Fuel Vehicle Eligible,105
87-2014,121
87-2014-WA,121
87-2014-WA-Clean Alternative Fuel Vehicle Eligible,121
87-WA-Clean Alternative Fuel Vehicle Eligible,121
87-2015,247
87-2015-WA,247
87-2015-WA-Clean Alternative Fuel Vehicle Eligible,247
87-WA-Clean Alternative Fuel Vehicle Eligible,247
87-2016,22
87-2016-WA,22
87-2016-WA-Clean Alternative Fuel Vehicle Eligible,22
87-WA-Clean Alternative Fuel Vehicle Eligible,22
87-2017,19
87-2017-WA,19
87-2017-WA-Clean Alternative Fuel Vehicle Eligible,19
87-WA-Clean Alternative Fuel Vehicle Eligible,19
87-WA,514
87-WA-Clean Alternative Fuel Vehicle Eligible,514
87-Clean Alternative Fuel Vehicle Eligible,514
91,36
91-53025,36
91-53025-2021,36
91-53025-2021-WA,36
91-53025-2021-WA-Eligibility unknown as battery range has not been researched,36
91-2021-WA-Eligibility unknown as battery range has not been researched,36
91-2021-WA,36
91-2021-WA-Eligibility unknown as battery range has not been researched,36
91-WA-Eligibility unknown as battery range has not been researched,36
91-2021,36
91-2021-WA,36
91-2021-WA-Eligibility unknown as battery range has not been researched,36
91-WA-Eligibility unknown as battery range has not been researched,36
91-WA,36
91-WA-Eligibility unknown as battery range has not been researched,36
91-Eligibility unknown as battery range has not been researched,36
93,536
93-31950,402
93-31950-2015,20
93-31950-2015-WA,20
93-31950-2015-WA-Clean Alternative Fuel Vehicle Eligible,20
93-2015-WA-Clean Alternative Fuel Vehicle Eligible,20
93-31950-2016,382
93-31950-2016-WA,382
93-31950-2016-WA-Clean Alternative Fuel Vehicle Eligible,382
93-2016-WA-Clean Alternative Fuel Vehicle Eligible,382
93-2016-WA,402
93-2016-WA-Clean Alternative Fuel Vehicle Eligible,402
93-WA-Clean Alternative Fuel Vehicle Eligible,402
93-32250,134
93-32250-2017,134
93-32250-2017-WA,134
93-32250-2017-WA-Clean Alternative Fuel Vehicle Eligible,134
93-2017-WA-Clean Alternative Fuel Vehicle Eligible,134
93-2017-WA,134
93-2017-WA-Clean Alternative Fuel Vehicle Eligible,134
93-WA-Clean Alternative Fuel Vehicle Eligible,134
93-2015,20
93-2015-WA,20
93-2015-WA-Clean Alternative Fuel Vehicle Eligible,20
93-WA-Clean Alternative Fuel Vehicle Eligible,20
93-2016,382
93-2016-WA,382
93-2016-WA-Clean Alternative Fuel Vehicle Eligible,382
93-WA-Clean Alternative Fuel Vehicle Eligible,382
93-2017,134
93-2017-WA,134
93-2017-WA-Clean Alternative Fuel Vehicle Eligible,134
93-WA-Clean Alternative Fuel Vehicle Eligible,134
93-WA,536
93-WA-Clean Alternative Fuel Vehicle Eligible,536
93-Clean Alternative Fuel Vehicle Eligible,536
97,415
97-53025,415
97-53025-2017,285
97-53025-2017-WA,284
97-53025-2017-WA-Clean Alternative Fuel Vehicle Eligible,284
97-2017-WA-Clean Alternative Fuel Vehicle Eligible,285
97-53025-2018,130
97-53025-2018-WA,130
97-53025-2018-WA-Clean Alternative Fuel Vehicle Eligible,130
97-2018-WA-Clean Alternative Fuel Vehicle Eligible,130
97-2018-WA,414
97-2018-WA-Clean Alternative Fuel Vehicle Eligible,414
97-WA-Clean Alternative Fuel Vehicle Eligible,415
97-2017,285
97-2017-WA,284
97-2017-WA-Clean Alternative Fuel Vehicle Eligible,284
97-WA-Clean Alternative Fuel Vehicle Eligible,285
97-2018,130
97-2018-WA,130
97-2018-WA-Clean Alternative Fuel Vehicle Eligible,130
97-WA-Clean Alternative Fuel Vehicle Eligible,130
97-WA,414
97-WA-Clean Alternative Fuel Vehicle Eligible,414
97-Clean Alternative Fuel Vehicle Eligible,415
100,39
100-59900,36
100-59900-2017,23
100-59900-2017-WA,22
100-59900-2017-WA-Clean Alternative Fuel Vehicle Eligible,22
100-2017-WA-Clean Alternative Fuel Vehicle Eligible,23
100-2018-WA,35
100-2018-WA-Clean Alternative Fuel Vehicle Eligible,35
100-WA-Clean Alternative Fuel Vehicle Eligible,36
100-2017,23
100-2017-WA,22
100-2017-WA-Clean Alternative Fuel Vehicle Eligible,22
100-WA-Clean Alternative Fuel Vehicle Eligible,23
100-WA,38
100-WA-Clean Alternative Fuel Vehicle Eligible,38
100-Clean Alternative Fuel Vehicle Eligible,39
103,49
103-59900,49
103-59900-2012,11
103-59900-2012-WA,11
103-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
103-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
103-59900-2013,13
103-59900-2013-WA,13
103-59900-2013-WA-Clean Alternative Fuel Vehicle Eligible,13
103-2013-WA-Clean Alternative Fuel Vehicle Eligible,13
103-59900-2014,25
103-59900-2014-WA,25
103-59900-2014-WA-Clean Alternative Fuel Vehicle Eligible,25
103-2014-WA-Clean Alternative Fuel Vehicle Eligible,25
103-2014-WA,49
103-2014-WA-Clean Alternative Fuel Vehicle Eligible,49
103-WA-Clean Alternative Fuel Vehicle Eligible,49
103-2012,11
103-2012-WA,11
103-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
103-WA-Clean Alternative Fuel Vehicle Eligible,11
103-2013,13
103-2013-WA,13
103-2013-WA-Clean Alternative Fuel Vehicle Eligible,13
103-WA-Clean Alternative Fuel Vehicle Eligible,13
103-2014,25
103-2014-WA,25
103-2014-WA-Clean Alternative Fuel Vehicle Eligible,25
103-WA-Clean Alternative Fuel Vehicle Eligible,25
103-WA,49
103-WA-Clean Alternative Fuel Vehicle Eligible,49
103-Clean Alternative Fuel Vehicle Eligible,49
104,2603
104-59900,2603
104-59900-2020,62
104-59900-2020-WA,62
104-59900-2020-WA-Eligibility unknown as battery range has not been researched,62
104-2020-WA-Eligibility unknown as battery range has not been researched,62
104-59900-2021,689
104-59900-2021-WA,689
104-59900-2021-WA-Eligibility unknown as battery range has not been researched,689
104-2021-WA-Eligibility unknown as battery range has not been researched,689
104-59900-2022,1021
104-59900-2022-WA,1020
104-59900-2022-WA-Eligibility unknown as battery range has not been researched,1020
104-2022-WA-Eligibility unknown as battery range has not been researched,1021
104-59900-2023,743
104-59900-2023-WA,742
104-59900-2023-WA-Eligibility unknown as battery range has not been researched,742
104-2023-WA-Eligibility unknown as battery range has not been researched,743
104-59900-2024,88
104-59900-2024-WA,88
104-59900-2024-WA-Eligibility unknown as battery range has not been researched,88
104-2024-WA-Eligibility unknown as battery range has not been researched,88
104-2023-WA,2601
104-2023-WA-Eligibility unknown as battery range has not been researched,2601
104-WA-Eligibility unknown as battery range has not been researched,2603
104-2020,62
104-2020-WA,62
104-2020-WA-Eligibility unknown as battery range has not been researched,62
104-WA-Eligibility unknown as battery range has not been researched,62
104-2021,689
104-2021-WA,689
104-2021-WA-Eligibility unknown as battery range has not been researched,689
104-WA-Eligibility unknown as battery range has not been researched,689
104-2022,1021
104-2022-WA,1020
104-2022-WA-Eligibility unknown as battery range has not been researched,1020
104-WA-Eligibility unknown as battery range has not been researched,1021
104-2023,743
104-2023-WA,742
104-2023-WA-Eligibility unknown as battery range has not been researched,742
104-WA-Eligibility unknown as battery range has not been researched,743
104-2024,88
104-2024-WA,88
104-2024-WA-Eligibility unknown as battery range has not been researched,88
104-WA-Eligibility unknown as battery range has not been researched,88
104-WA,2601
104-WA-Eligibility unknown as battery range has not been researched,2601
104-Eligibility unknown as battery range has not been researched,2603
107,910
107-59900,910
107-59900-2017,910
107-59900-2017-WA,908
107-59900-2017-WA-Clean Alternative Fuel Vehicle Eligible,908
107-2017-WA-Clean Alternative Fuel Vehicle Eligible,910
107-2017-WA,908
107-2017-WA-Clean Alternative Fuel Vehicle Eligible,908
107-WA-Clean Alternative Fuel Vehicle Eligible,910
107-2017,910
107-2017-WA,908
107-2017-WA-Clean Alternative Fuel Vehicle Eligible,908
107-WA-Clean Alternative Fuel Vehicle Eligible,910
107-WA,908
107-WA-Clean Alternative Fuel Vehicle Eligible,908
107-Clean Alternative Fuel Vehicle Eligible,910
110,705
110-36900,705
110-36900-2021,122
110-36900-2021-WA,122
110-36900-2021-WA-Clean Alternative Fuel Vehicle Eligible,122
110-2021-WA-Clean Alternative Fuel Vehicle Eligible,122
110-36900-2022,213
110-36900-2022-WA,213
110-36900-2022-WA-Eligibility unknown as battery range has not been researched,213
110-2022-WA-Eligibility unknown as battery range has not been researched,213
110-36900-2023,205
110-36900-2023-WA,205
110-36900-2023-WA-Eligibility unknown as battery range has not been researched,205
110-2023-WA-Eligibility unknown as battery range has not been researched,205
110-36900-2024,165
110-36900-2024-WA,165
110-36900-2024-WA-Eligibility unknown as battery range has not been researched,165
110-2024-WA-Eligibility unknown as battery range has not been researched,165
110-2023-WA,705
110-2021-WA-Clean Alternative Fuel Vehicle Eligible,122
110-2022-WA-Eligibility unknown as battery range has not been researched,583
110-WA-Clean Alternative Fuel Vehicle Eligible,122
110-WA-Eligibility unknown as battery range has not been researched,583
110-2021,122
110-2021-WA,122
110-2021-WA-Clean Alternative Fuel Vehicle Eligible,122
110-WA-Clean Alternative Fuel Vehicle Eligible,122
110-2022,213
110-2022-WA,213
110-2022-WA-Eligibility unknown as battery range has not been researched,213
110-WA-Eligibility unknown as battery range has not been researched,213
110-2023,205
110-2023-WA,205
110-2023-WA-Eligibility unknown as battery range has not been researched,205
110-WA-Eligibility unknown as battery range has not been researched,205
110-2024,165
110-2024-WA,165
110-2024-WA-Eligibility unknown as battery range has not been researched,165
110-WA-Eligibility unknown as battery range has not been researched,165
110-WA,705
110-WA-Clean Alternative Fuel Vehicle Eligible,122
110-WA-Eligibility unknown as battery range has not been researched,583
110-Clean Alternative Fuel Vehicle Eligible,122
110-Eligibility unknown as battery range has not been researched,583
111,74
111-33950,74
111-33950-2018,74
111-33950-2018-WA,74
111-33950-2018-WA-Clean Alternative Fuel Vehicle Eligible,74
111-2018-WA-Clean Alternative Fuel Vehicle Eligible,74
111-2018-WA,74
111-2018-WA-Clean Alternative Fuel Vehicle Eligible,74
111-WA-Clean Alternative Fuel Vehicle Eligible,74
111-2018,74
111-2018-WA,74
111-2018-WA-Clean Alternative Fuel Vehicle Eligible,74
111-WA-Clean Alternative Fuel Vehicle Eligible,74
111-WA,74
111-WA-Clean Alternative Fuel Vehicle Eligible,74
111-Clean Alternative Fuel Vehicle Eligible,74
114,100
114-53025,100
114-53025-2018,100
114-53025-2018-WA,100
114-53025-2018-WA-Clean Alternative Fuel Vehicle Eligible,100
114-2018-WA-Clean Alternative Fuel Vehicle Eligible,100
114-2018-WA,100
114-2018-WA-Clean Alternative Fuel Vehicle Eligible,100
114-WA-Clean Alternative Fuel Vehicle Eligible,100
114-2018,100
114-2018-WA,100
114-2018-WA-Clean Alternative Fuel Vehicle Eligible,100
114-WA-Clean Alternative Fuel Vehicle Eligible,100
114-WA,100
114-WA-Clean Alternative Fuel Vehicle Eligible,100
114-Clean Alternative Fuel Vehicle Eligible,100
120,1269
120-31950,1269
120-31950-2021,48
120-31950-2021-WA,47
120-31950-2021-WA-Eligibility unknown as battery range has not been researched,47
120-2021-WA-Eligibility unknown as battery range has not been researched,48
120-31950-2022,542
120-31950-2022-WA,541
120-31950-2022-WA-Eligibility unknown as battery range has not been researched,541
120-2022-WA-Eligibility unknown as battery range has not been researched,542
120-31950-2023,567
120-31950-2023-WA,567
120-31950-2023-WA-Eligibility unknown as battery range has not been researched,567
120-2023-WA-Eligibility unknown as battery range has not been researched,567
120-31950-2024,112
120-31950-2024-WA,112
120-31950-2024-WA-Eligibility unknown as battery range has not been researched,112
120-2024-WA-Eligibility unknown as battery range has not been researched,112
120-2022-WA,1267
120-2022-WA-Eligibility unknown as battery range has not been researched,1267
120-WA-Eligibility unknown as battery range has not been researched,1269
120-2021,48
120-2021-WA,47
120-2021-WA-Eligibility unknown as battery range has not been researched,47
120-WA-Eligibility unknown as battery range has not been researched,48
120-2022,542
120-2022-WA,541
120-2022-WA-Eligibility unknown as battery range has not been researched,541
120-WA-Eligibility unknown as battery range has not been researched,542
120-2023,567
120-2023-WA,567
120-2023-WA-Eligibility unknown as battery range has not been researched,567
120-WA-Eligibility unknown as battery range has not been researched,567
120-2024,112
120-2024-WA,112
120-2024-WA-Eligibility unknown as battery range has not been researched,112
120-WA-Eligibility unknown as battery range has not been researched,112
120-WA,1267
120-WA-Eligibility unknown as battery range has not been researched,1267
120-Eligibility unknown as battery range has not been researched,1269
124,33
124-59900,33
124-59900-2017,14
124-59900-2017-WA,14
124-59900-2017-WA-Clean Alternative Fuel Vehicle Eligible,14
124-2017-WA-Clean Alternative Fuel Vehicle Eligible,14
124-59900-2019,16
124-59900-2019-WA,16
124-59900-2019-WA-Clean Alternative Fuel Vehicle Eligible,16
124-2019-WA-Clean Alternative Fuel Vehicle Eligible,16
124-2019-WA,33
124-2019-WA-Clean Alternative Fuel Vehicle Eligible,33
124-WA-Clean Alternative Fuel Vehicle Eligible,33
124-2017,14
124-2017-WA,14
124-2017-WA-Clean Alternative Fuel Vehicle Eligible,14
124-WA-Clean Alternative Fuel Vehicle Eligible,14
124-2019,16
124-2019-WA,16
124-2019-WA-Clean Alternative Fuel Vehicle Eligible,16
124-WA-Clean Alternative Fuel Vehicle Eligible,16
124-WA,33
124-WA-Clean Alternative Fuel Vehicle Eligible,33
124-Clean Alternative Fuel Vehicle Eligible,33
125,4713
125-59900,4713
125-59900-2017,57
125-59900-2017-WA,57
125-59900-2017-WA-Clean Alternative Fuel Vehicle Eligible,57
125-2017-WA-Clean Alternative Fuel Vehicle Eligible,57
125-59900-2018,38
125-59900-2018-WA,38
125-59900-2018-WA-Clean Alternative Fuel Vehicle Eligible,38
125-2018-WA-Clean Alternative Fuel Vehicle Eligible,38
125-59900-2019,527
125-59900-2019-WA,526
125-59900-2019-WA-Clean Alternative Fuel Vehicle Eligible,526
125-2019-WA-Clean Alternative Fuel Vehicle Eligible,527
125-59900-2021,996
125-59900-2021-WA,990
125-59900-2021-WA-Eligibility unknown as battery range has not been researched,990
125-2021-WA-Eligibility unknown as battery range has not been researched,996
125-59900-2022,707
125-59900-2022-WA,707
125-59900-2022-WA-Eligibility unknown as battery range has not been researched,707
125-2022-WA-Eligibility unknown as battery range has not been researched,707
125-59900-2023,2388
125-59900-2023-WA,2386
125-59900-2023-WA-Eligibility unknown as battery range has not been researched,2386
125-2023-WA-Eligibility unknown as battery range has not been researched,2388
125-2019-WA,4704
125-2019-WA-Clean Alternative Fuel Vehicle Eligible,621
125-2023-WA-Eligibility unknown as battery range has not been researched,4083
125-WA-Clean Alternative Fuel Vehicle Eligible,622
125-WA-Eligibility unknown as battery range has not been researched,4091
125-2017,57
125-2017-WA,57
125-2017-WA-Clean Alternative Fuel Vehicle Eligible,57
125-WA-Clean Alternative Fuel Vehicle Eligible,57
125-2018,38
125-2018-WA,38
125-2018-WA-Clean Alternative Fuel Vehicle Eligible,38
125-WA-Clean Alternative Fuel Vehicle Eligible,38
125-2019,527
125-2019-WA,526
125-2019-WA-Clean Alternative Fuel Vehicle Eligible,526
125-WA-Clean Alternative Fuel Vehicle Eligible,527
125-2021,996
125-2021-WA,990
125-2021-WA-Eligibility unknown as battery range has not been researched,990
125-WA-Eligibility unknown as battery range has not been researched,996
125-2022,707
125-2022-WA,707
125-2022-WA-Eligibility unknown as battery range has not been researched,707
125-WA-Eligibility unknown as battery range has not been researched,707
125-2023,2388
125-2023-WA,2386
125-2023-WA-Eligibility unknown as battery range has not been researched,2386
125-WA-Eligibility unknown as battery range has not been researched,2388
125-WA,4704
125-WA-Clean Alternative Fuel Vehicle Eligible,621
125-WA-Eligibility unknown as battery range has not been researched,4083
125-Clean Alternative Fuel Vehicle Eligible,622
125-Eligibility unknown as battery range has not been researched,4091
126,185
126-53025,185
126-53025-2019,133
126-53025-2019-WA,133
126-53025-2019-WA-Clean Alternative Fuel Vehicle Eligible,133
126-2019-WA-Clean Alternative Fuel Vehicle Eligible,133
126-53025-2020,48
126-53025-2020-WA,48
126-53025-2020-WA-Clean Alternative Fuel Vehicle Eligible,48
126-2020-WA-Clean Alternative Fuel Vehicle Eligible,48
126-2019-WA,185
126-2019-WA-Clean Alternative Fuel Vehicle Eligible,185
126-WA-Clean Alternative Fuel Vehicle Eligible,185
126-2019,133
126-2019-WA,133
126-2019-WA-Clean Alternative Fuel Vehicle Eligible,133
126-WA-Clean Alternative Fuel Vehicle Eligible,133
126-2020,48
126-2020-WA,48
126-2020-WA-Clean Alternative Fuel Vehicle Eligible,48
126-WA-Clean Alternative Fuel Vehicle Eligible,48
126-WA,185
126-WA-Clean Alternative Fuel Vehicle Eligible,185
126-Clean Alternative Fuel Vehicle Eligible,185
149,376
149-59900,376
149-59900-2020,376
149-59900-2020-WA,376
149-59900-2020-WA-Clean Alternative Fuel Vehicle Eligible,376
149-2020-WA-Clean Alternative Fuel Vehicle Eligible,376
149-2020-WA,376
149-2020-WA-Clean Alternative Fuel Vehicle Eligible,376
149-WA-Clean Alternative Fuel Vehicle Eligible,376
149-2020,376
149-2020-WA,376
149-2020-WA-Clean Alternative Fuel Vehicle Eligible,376
149-WA-Clean Alternative Fuel Vehicle Eligible,376
149-WA,376
149-WA-Clean Alternative Fuel Vehicle Eligible,376
149-Clean Alternative Fuel Vehicle Eligible,376
150,1374
150-59900,1374
150-59900-2019,1374
150-59900-2019-WA,1373
150-59900-2019-WA-Clean Alternative Fuel Vehicle Eligible,1373
150-2019-WA-Clean Alternative Fuel Vehicle Eligible,1374
150-2019-WA,1373
150-2019-WA-Clean Alternative Fuel Vehicle Eligible,1373
150-WA-Clean Alternative Fuel Vehicle Eligible,1374
150-2019,1374
150-2019-WA,1373
150-2019-WA-Clean Alternative Fuel Vehicle Eligible,1373
150-WA-Clean Alternative Fuel Vehicle Eligible,1374
150-WA,1373
150-WA-Clean Alternative Fuel Vehicle Eligible,1373
150-Clean Alternative Fuel Vehicle Eligible,1374
151,1201
151-59900,1201
151-59900-2018,1201
151-59900-2018-WA,1200
151-59900-2018-WA-Clean Alternative Fuel Vehicle Eligible,1200
151-2018-WA-Clean Alternative Fuel Vehicle Eligible,1201
151-2018-WA,1200
151-2018-WA-Clean Alternative Fuel Vehicle Eligible,1200
151-WA-Clean Alternative Fuel Vehicle Eligible,1201
151-2018,1201
151-2018-WA,1200
151-2018-WA-Clean Alternative Fuel Vehicle Eligible,1200
151-WA-Clean Alternative Fuel Vehicle Eligible,1201
151-WA,1200
151-WA-Clean Alternative Fuel Vehicle Eligible,1200
151-Clean Alternative Fuel Vehicle Eligible,1201
153,107
153-53025,107
153-53025-2019,72
153-53025-2019-WA,72
153-53025-2019-WA-Clean Alternative Fuel Vehicle Eligible,72
153-2019-WA-Clean Alternative Fuel Vehicle Eligible,72
153-53025-2020,32
153-53025-2020-WA,32
153-53025-2020-WA-Clean Alternative Fuel Vehicle Eligible,32
153-2020-WA-Clean Alternative Fuel Vehicle Eligible,32
153-2019-WA,107
153-2019-WA-Clean Alternative Fuel Vehicle Eligible,107
153-WA-Clean Alternative Fuel Vehicle Eligible,107
153-2019,72
153-2019-WA,72
153-2019-WA-Clean Alternative Fuel Vehicle Eligible,72
153-WA-Clean Alternative Fuel Vehicle Eligible,72
153-2020,32
153-2020-WA,32
153-2020-WA-Clean Alternative Fuel Vehicle Eligible,32
153-WA-Clean Alternative Fuel Vehicle Eligible,32
153-WA,107
153-WA-Clean Alternative Fuel Vehicle Eligible,107
153-Clean Alternative Fuel Vehicle Eligible,107
170,33
170-59900,33
170-59900-2020,33
170-59900-2020-WA,33
170-59900-2020-WA-Clean Alternative Fuel Vehicle Eligible,33
170-2020-WA-Clean Alternative Fuel Vehicle Eligible,33
170-2020-WA,33
170-2020-WA-Clean Alternative Fuel Vehicle Eligible,33
170-WA-Clean Alternative Fuel Vehicle Eligible,33
170-2020,33
170-2020-WA,33
170-2020-WA-Clean Alternative Fuel Vehicle Eligible,33
170-WA-Clean Alternative Fuel Vehicle Eligible,33
170-WA,33
170-WA-Clean Alternative Fuel Vehicle Eligible,33
170-Clean Alternative Fuel Vehicle Eligible,33
192,94
192-81100,94
192-81100-2020,63
192-81100-2020-WA,63
192-81100-2020-WA-Clean Alternative Fuel Vehicle Eligible,63
192-2020-WA-Clean Alternative Fuel Vehicle Eligible,63
192-81100-2021,31
192-81100-2021-WA,31
192-81100-2021-WA-Clean Alternative Fuel Vehicle Eligible,31
192-2021-WA-Clean Alternative Fuel Vehicle Eligible,31
192-2021-WA,94
192-2021-WA-Clean Alternative Fuel Vehicle Eligible,94
192-WA-Clean Alternative Fuel Vehicle Eligible,94
192-2020,63
192-2020-WA,63
192-2020-WA-Clean Alternative Fuel Vehicle Eligible,63
192-WA-Clean Alternative Fuel Vehicle Eligible,63
192-2021,31
192-2021-WA,31
192-2021-WA-Clean Alternative Fuel Vehicle Eligible,31
192-WA-Clean Alternative Fuel Vehicle Eligible,31
192-WA,94
192-WA-Clean Alternative Fuel Vehicle Eligible,94
192-Clean Alternative Fuel Vehicle Eligible,94
198,440
198-81100,440
198-81100-2021,67
198-81100-2021-WA,67
198-81100-2021-WA-Eligibility unknown as battery range has not been researched,67
198-2021-WA-Eligibility unknown as battery range has not been researched,67
198-81100-2022,184
198-81100-2022-WA,184
198-81100-2022-WA-Eligibility unknown as battery range has not been researched,184
198-2022-WA-Eligibility unknown as battery range has not been researched,184
198-81100-2023,135
198-81100-2023-WA,135
198-81100-2023-WA-Eligibility unknown as battery range has not been researched,135
198-2023-WA-Eligibility unknown as battery range has not been researched,135
198-81100-2024,54
198-81100-2024-WA,54
198-81100-2024-WA-Eligibility unknown as battery range has not been researched,54
198-2024-WA-Eligibility unknown as battery range has not been researched,54
198-2022-WA,440
198-2022-WA-Eligibility unknown as battery range has not been researched,440
198-WA-Eligibility unknown as battery range has not been researched,440
198-2021,67
198-2021-WA,67
198-2021-WA-Eligibility unknown as battery range has not been researched,67
198-WA-Eligibility unknown as battery range has not been researched,67
198-2022,184
198-2022-WA,184
198-2022-WA-Eligibility unknown as battery range has not been researched,184
198-WA-Eligibility unknown as battery range has not been researched,184
198-2023,135
198-2023-WA,135
198-2023-WA-Eligibility unknown as battery range has not been researched,135
198-WA-Eligibility unknown as battery range has not been researched,135
198-2024,54
198-2024-WA,54
198-2024-WA-Eligibility unknown as battery range has not been researched,54
198-WA-Eligibility unknown as battery range has not been researched,54
198-WA,440
198-WA-Eligibility unknown as battery range has not been researched,440
198-Eligibility unknown as battery range has not been researched,440
200,1303
200-69900,1303
200-69900-2016,648
200-69900-2016-WA,646
200-69900-2016-WA-Clean Alternative Fuel Vehicle Eligible,646
200-2016-WA-Clean Alternative Fuel Vehicle Eligible,648
200-69900-2017,655
200-69900-2017-WA,650
200-69900-2017-WA-Clean Alternative Fuel Vehicle Eligible,650
200-2017-WA-Clean Alternative Fuel Vehicle Eligible,655
200-2017-WA,1296
200-2017-WA-Clean Alternative Fuel Vehicle Eligible,1296
200-WA-Clean Alternative Fuel Vehicle Eligible,1303
200-2016,648
200-2016-WA,646
200-2016-WA-Clean Alternative Fuel Vehicle Eligible,646
200-WA-Clean Alternative Fuel Vehicle Eligible,648
200-2017,655
200-2017-WA,650
200-2017-WA-Clean Alternative Fuel Vehicle Eligible,650
200-WA-Clean Alternative Fuel Vehicle Eligible,655
200-WA,1296
200-WA-Clean Alternative Fuel Vehicle Eligible,1296
200-Clean Alternative Fuel Vehicle Eligible,1303
203,129
203-81100,129
203-81100-2020,70
203-81100-2020-WA,70
203-81100-2020-WA-Clean Alternative Fuel Vehicle Eligible,70
203-2020-WA-Clean Alternative Fuel Vehicle Eligible,70
203-81100-2021,59
203-81100-2021-WA,59
203-81100-2021-WA-Clean Alternative Fuel Vehicle Eligible,59
203-2021-WA-Clean Alternative Fuel Vehicle Eligible,59
203-2020-WA,129
203-2020-WA-Clean Alternative Fuel Vehicle Eligible,129
203-WA-Clean Alternative Fuel Vehicle Eligible,129
203-2020,70
203-2020-WA,70
203-2020-WA-Clean Alternative Fuel Vehicle Eligible,70
203-WA-Clean Alternative Fuel Vehicle Eligible,70
203-2021,59
203-2021-WA,59
203-2021-WA-Clean Alternative Fuel Vehicle Eligible,59
203-WA-Clean Alternative Fuel Vehicle Eligible,59
203-WA,129
203-WA-Clean Alternative Fuel Vehicle Eligible,129
203-Clean Alternative Fuel Vehicle Eligible,129
204,536
204-59900,536
204-59900-2019,536
204-59900-2019-WA,535
204-59900-2019-WA-Clean Alternative Fuel Vehicle Eligible,535
204-2019-WA-Clean Alternative Fuel Vehicle Eligible,536
204-2019-WA,535
204-2019-WA-Clean Alternative Fuel Vehicle Eligible,535
204-WA-Clean Alternative Fuel Vehicle Eligible,536
204-2019,536
204-2019-WA,535
204-2019-WA-Clean Alternative Fuel Vehicle Eligible,535
204-WA-Clean Alternative Fuel Vehicle Eligible,536
204-WA,535
204-WA-Clean Alternative Fuel Vehicle Eligible,535
204-Clean Alternative Fuel Vehicle Eligible,536
208,2813
208-59900,402
208-59900-2021,46
208-59900-2021-WA,46
208-59900-2021-WA-Eligibility unknown as battery range has not been researched,46
208-2021-WA-Eligibility unknown as battery range has not been researched,46
208-59900-2022,238
208-59900-2022-WA,238
208-59900-2022-WA-Eligibility unknown as battery range has not been researched,238
208-2022-WA-Eligibility unknown as battery range has not been researched,238
208-59900-2023,118
208-59900-2023-WA,115
208-59900-2023-WA-Eligibility unknown as battery range has not been researched,115
208-2023-WA-Eligibility unknown as battery range has not been researched,118
208-2022-WA,399
208-2022-WA-Eligibility unknown as battery range has not been researched,399
208-WA-Eligibility unknown as battery range has not been researched,402
208-69019,1065
208-69019-2015,1065
208-69019-2015-WA,1062
208-69019-2015-WA-Clean Alternative Fuel Vehicle Eligible,1062
208-2015-WA-Clean Alternative Fuel Vehicle Eligible,1065
208-2015-WA,1062
208-2015-WA-Clean Alternative Fuel Vehicle Eligible,1062
208-WA-Clean Alternative Fuel Vehicle Eligible,1065
208-69900,1346
208-69900-2013,716
208-69900-2013-WA,713
208-69900-2013-WA-Clean Alternative Fuel Vehicle Eligible,713
208-2013-WA-Clean Alternative Fuel Vehicle Eligible,716
208-69900-2014,630
208-69900-2014-WA,629
208-69900-2014-WA-Clean Alternative Fuel Vehicle Eligible,629
208-2014-WA-Clean Alternative Fuel Vehicle Eligible,630
208-2013-WA,1342
208-2013-WA-Clean Alternative Fuel Vehicle Eligible,1342
208-WA-Clean Alternative Fuel Vehicle Eligible,1346
208-2013,716
208-2013-WA,713
208-2013-WA-Clean Alternative Fuel Vehicle Eligible,713
208-WA-Clean Alternative Fuel Vehicle Eligible,716
208-2014,630
